subject,ref,page,book bibliographic info,number,C
"Cicero, De div.",1.31,45,147,2298,5813458
"Cicero, De div.","2.36,2.76",45,147,2289,5813459
"Cicero, De div.",2.87,131,147,2289,5813460
"Cicero, De div.",2.85,131,147,2289,5813461
"Cicero, De div.",1.9,51,147,2289,5813462
"Cicero, De div.","1.40,1.89",45,147,2289,5813463
"Cicero, De div.",1329,36,147,10414,5813464
"Cicero, De div.",910,36,147,10414,5813465
"Cicero, De div.",909,36,147,10414,5813466
"Cicero, De div.",9.10,135,147,1085,5813467
"Cicero, De div.",908,36,147,10414,5813468
"Cicero, De div.",9.9,135,147,1085,5813469
"Cicero, De div.",907,36,147,10414,5813470
"Cicero, De div.",244a-245c,137,147,9419,5813471
"Cicero, De div.",906,36,147,10414,5813472
"Cicero, De div.",905,36,147,10414,5813473
"Cicero, De div.",904,36,147,10414,5813474
"Cicero, De div.",903,36,147,10414,5813475
"Cicero, De div.",902,36,147,10414,5813476
"Cicero, De div.",901,36,147,10414,5813477
"Cicero, De div.",900,36,147,10414,5813478
"Cicero, De div.",9.34,44,147,6465,5813479
"Cicero, De div.",899,36,147,10414,5813480
"Cicero, De div.",1.1,51,147,2289,5813481
"Cicero, De div.",470,36,147,5614,5813482
"Cicero, De div.",898,36,147,10414,5813483
"Cicero, De div.",1.34,129,147,2289,5813484
"Cicero, De leg.",4.68,40,147,6465,5813485
"Cicero, De leg.",2.2,40,147,2298,5813486
"Cicero, De natura deorum",1460b,149,147,1262,5813487
Cilicia,"1.1,1",29,147,2289,5813488
Cilicia,"1.1,2",29,147,2289,5813489
Circe,11.564,289,147,6678,5813490
Circe,23.87,289,147,6677,5813491
Circe,23.92,289,147,6677,5813492
Circe,11.70,289,147,6678,5813493
Circe,11.66,289,147,6678,5813494
Circe,11.77,289,147,6678,5813495
Circe,11.76,289,147,6678,5813496
Circe,23.79,289,147,6677,5813497
Circe,11.546,289,147,6678,5813498
Circe,11.567,289,147,6678,5813499
Circe,11.71,289,147,6678,5813500
Circe,23.88,289,147,6677,5813501
Circe,11.75,289,147,6678,5813502
Circe,11.74,289,147,6678,5813503
Circe,23.89,289,147,6677,5813504
Circe,11.72,289,147,6678,5813505
Circe,23.78,289,147,6677,5813506
Circe,11.543,289,147,6678,5813507
Circe,11.69,289,147,6678,5813508
Circe,23.86,289,147,6677,5813509
Circe,11.565,289,147,6678,5813510
Circe,11.80,289,147,6678,5813511
Circe,11.545,289,147,6678,5813512
Circe,23.82,289,147,6677,5813513
Circe,23.91,289,147,6677,5813514
Circe,23.81,289,147,6677,5813515
Circe,11.65,289,147,6678,5813516
Circe,11.51,289,147,6678,5813517
Circe,23.76,289,147,6677,5813518
Circe,11.68,289,147,6678,5813519
Circe,11.544,289,147,6678,5813520
Circe,11.563,289,147,6678,5813521
Circe,11.566,289,147,6678,5813522
Circe,11.79,289,147,6678,5813523
Circe,23.84,289,147,6677,5813524
Circe,11.67,289,147,6678,5813525
Circe,23.85,289,147,6677,5813526
Circe,23.80,289,147,6677,5813527
Circe,23.77,289,147,6677,5813528
Circe,11.78,289,147,6678,5813529
Circe,23.83,289,147,6677,5813530
Circe,23.90,289,147,6677,5813531
Circe,23.75,289,147,6677,5813532
Circe,11.551,289,147,6678,5813533
Circe,"45 (8.104,8 l.)",189,145,57710,5813534
Circe,11.555,289,147,6678,5813535
Circe,11.58,289,147,6678,5813536
Circe,"101 (5.454,8 l.)",189,145,57730,5813537
Circe,11.62,289,147,6678,5813538
Circe,23.71,289,147,6677,5813539
Circe,11.52,289,147,6678,5813540
Circe,11.556,289,147,6678,5813541
Circe,11.73,289,147,6678,5813542
Circe,"118 (8.256,13 l.)",189,145,57729,5813543
Circe,11.557,289,147,6678,5813544
Circe,11.61,289,147,6678,5813545
Circe,11.552,289,147,6678,5813546
Circe,11.57,289,147,6678,5813547
Circe,11.554,289,147,6678,5813548
Circe,23.51,189,145,9458,5813549
Circe,23.70,289,147,6677,5813550
Circe,23.72,289,147,6677,5813551
Circe,11.562,289,147,6678,5813552
Circe,"10,234-236",189,145,6678,5813553
Circe,11.553,289,147,6678,5813554
Circe,11.60,289,147,6678,5813555
Circe,11.63,289,147,6678,5813556
Circe,"23 (5.136,18 l.)",189,145,57689,5813557
Circe,23.69,289,147,6677,5813558
Circe,11.559,289,147,6678,5813559
Circe,596,189,145,6471,5813560
Circe,11.560,289,147,6678,5813561
Circe,11.547,289,147,6678,5813562
Circe,11.64,289,147,6678,5813563
Circe,"7.56 (4.594,7 l.)",189,145,57693,5813564
Circe,23.74,289,147,6677,5813565
Circe,"6 (7.182,6 l.)",189,145,6552,5813566
Circe,11.548,289,147,6678,5813567
Circe,11.53,289,147,6678,5813568
Circe,11.561,289,147,6678,5813569
Circe,11.549,289,147,6678,5813570
Circe,"9,208",189,145,6678,5813571
Circe,"17 (7.160,5 l.) 179",189,145,57786,5813572
Circe,9.15,9,145,10849,5813573
Circe,23.73,289,147,6677,5813574
Circe,4.219,9,145,6677,5813575
Circe,11.55,289,147,6678,5813576
Circe,"82 (5.438,5 l.)",189,145,57730,5813577
Circe,11.59,289,147,6678,5813578
Circe,11.558,289,147,6678,5813579
Circe,11.56,289,147,6678,5813580
Circe,11.550,289,147,6678,5813581
Circe,11.54,289,147,6678,5813582
Claudius,173,177,146,9230,5813583
Claudius,23.38,174,145,9458,5813584
Claudius,23.39,174,145,9458,5813585
Claudius,23.46,174,145,9458,5813586
Claudius,23.41,174,145,9458,5813587
Claudius,23.42,174,145,9458,5813588
Claudius,23.43,174,145,9458,5813589
Claudius,23.44,174,145,9458,5813590
Claudius,23.45,174,145,9458,5813591
Claudius,23.47,174,145,9458,5813592
Claudius,177,177,146,9230,5813593
Claudius,175,177,146,9230,5813594
Claudius,23.48,174,145,9458,5813595
Claudius,23.49,174,145,9458,5813596
Claudius,23.50,174,145,9458,5813597
Claudius,23.51,174,145,9458,5813598
Claudius,176,177,146,9230,5813599
Claudius,23.40,174,145,9458,5813600
Claudius,23.37,174,145,9458,5813601
Claudius,172,177,146,9230,5813602
Claudius,174,177,146,9230,5813603
Claudius,171,177,146,9230,5813604
Claudius,131 w. (238 vde),174,145,4461,5813605
Claudius,141 w. (182 vde),174,145,4461,5813606
Claudius,48 w. (114 vde),174,145,4461,5813607
Claudius,12.19,174,145,57741,5813608
Claudius,5,174,145,4559,5813609
Claudius,23.31,174,145,9458,5813610
Claudius,130 w. (237 vde),174,145,4461,5813611
Claudius,2.13,174,145,2201,5813612
Claudius,2.13,174,145,2200,5813613
Claudius,2.12,174,145,2201,5813614
Claudius,2.12,174,145,2200,5813615
Claudius,23.32,174,145,9458,5813616
Claudius,23.33,174,145,9458,5813617
Claudius,23.34,174,145,9458,5813618
Claudius,69 w. (120 vde),174,145,4461,5813619
Claudius,2.11,174,145,2201,5813620
Claudius,170,177,146,9230,5813621
Claudius,23.35,174,145,9458,5813622
Claudius,"1-2, 25f.-40",174,145,1391,5813623
Claudius,23.36,174,145,9458,5813624
Claudius,2.11,174,145,2200,5813625
Cleander of Phigalea,8.27.3,200,147,6465,5813626
Cleander of Phigalea,9.95,200,147,6465,5813627
Cleander of Phigalea,3.20.1,200,147,10882,5813628
Cleander of Phigalea,6.83.2,200,147,6465,5813629
Cleander of Phigalea,1.8.15,200,147,11232,5813630
Cleander of Phigalea,6.69.2,200,147,10882,5813631
Cleander of Phigalea,122,200,147,57629,5813632
Cleanthes,8.10.2,67,146,57802,5813633
Cleanthes,8.10.3,67,146,57802,5813634
Cleanthes,1.4,67,146,57822,5813635
Cleanthes,1.39,67,146,57822,5813636
Clement,3.637,55,146,57831,5813637
Clement,3,102,146,2440,5813638
Clement,3.635,55,146,57831,5813639
Clement,3.636,55,146,57831,5813640
Clement,181,102,146,9216,5813641
Clement,12.31 (LXX),102,146,6278,5813642
Clement of Alexandria,1.2 (4.458 l.),69,145,57693,5813643
Clement of Alexandria,917,69,145,57705,5813644
Clement of Alexandria,378,69,145,145,5813645
Clement of Alexandria,379,69,145,145,5813646
Clement of Alexandria,380,69,145,145,5813647
Clement of Alexandria,6,69,145,2442,5813648
Clement of Alexandria,363c,179,147,9423,5813649
Clement of Alexandria,9.43.2,179,147,6465,5813650
Clement of Alexandria,377,69,145,145,5813651
Clement of Alexandria,6,69,145,57706,5813652
Clement of Alexandria,8.96.2,179,147,6465,5813653
Clement of Alexandria,1033,179,147,1209,5813654
Clement of Alexandria,fr.116 trgf 170,179,147,10412,5813655
Clement of Alexandria,fr.116 trgf 170,179,147,10417,5813656
Clement of Alexandria,8.77.2,179,147,6465,5813657
Clement of Alexandria,7.6.3,179,147,6465,5813658
Clement of Alexandria,8.20.2,179,147,6465,5813659
Clement of Alexandria,8.77.1,179,147,6465,5813660
Clement of Alexandria,208,179,147,57644,5813661
Cleobulus,2.78,202,147,131,5813662
Cleobulus,12.200,202,147,6677,5813663
Cleobulus,09-Nov,202,147,57627,5813664
Cleobulus,16.193,202,147,57628,5813665
Cleobulus,12.202,202,147,6677,5813666
Cleobulus,5.1.10,202,147,11240,5813667
Cleobulus,12.207,202,147,6677,5813668
Cleobulus,5.1.12,202,147,11240,5813669
Cleobulus,12.206,202,147,6677,5813670
Cleobulus,12.205,202,147,6677,5813671
Cleobulus,5.1.11,202,147,11240,5813672
Cleobulus,12.201,202,147,6677,5813673
Cleobulus,5.1.13,202,147,11240,5813674
Cleobulus,12.203,202,147,6677,5813675
Cleobulus,12.204,202,147,6677,5813676
Cleomenes of Sparta,4.2054,275,147,8713,5813677
Cleomenes of Sparta,4.2001,275,147,8713,5813678
Cleomenes of Sparta,4.2049,275,147,8713,5813679
Cleomenes of Sparta,4.1930,275,147,8713,5813680
Cleomenes of Sparta,4.2046,275,147,8713,5813681
Cleomenes of Sparta,4.2022,275,147,8713,5813682
Cleomenes of Sparta,4.1992,275,147,8713,5813683
Cleomenes of Sparta,4.1931,275,147,8713,5813684
Cleomenes of Sparta,4.1991,275,147,8713,5813685
Cleomenes of Sparta,12.8,275,147,53,5813686
Cleomenes of Sparta,4.2044,275,147,8713,5813687
Cleomenes of Sparta,4.1997,275,147,8713,5813688
Cleomenes of Sparta,4.1999,275,147,8713,5813689
Cleomenes of Sparta,4.1998,275,147,8713,5813690
Cleomenes of Sparta,4.2000,275,147,8713,5813691
Cleomenes of Sparta,4.2047,275,147,8713,5813692
Cleomenes of Sparta,4.1995,275,147,8713,5813693
Cleomenes of Sparta,4.2021,275,147,8713,5813694
Cleomenes of Sparta,4.1937,275,147,8713,5813695
Cleomenes of Sparta,4.2043,275,147,8713,5813696
Cleomenes of Sparta,4.2045,275,147,8713,5813697
Cleomenes of Sparta,4.2048,275,147,8713,5813698
Cleomenes of Sparta,4.2050,275,147,8713,5813699
Cleomenes of Sparta,4.2053,275,147,8713,5813700
Cleomenes of Sparta,4.1994,275,147,8713,5813701
Cleomenes of Sparta,4.1934,275,147,8713,5813702
Cleomenes of Sparta,4.1939,275,147,8713,5813703
Cleomenes of Sparta,4.1932,275,147,8713,5813704
Cleomenes of Sparta,4.1935,275,147,8713,5813705
Cleomenes of Sparta,4.2052,275,147,8713,5813706
Cleomenes of Sparta,4.1929,275,147,8713,5813707
Cleomenes of Sparta,4.2051,275,147,8713,5813708
Cleomenes of Sparta,4.1996,275,147,8713,5813709
Cleomenes of Sparta,4.1933,275,147,8713,5813710
Cleomenes of Sparta,4.1938,275,147,8713,5813711
Cleomenes of Sparta,4.1928,275,147,8713,5813712
Cleomenes of Sparta,306,275,147,9311,5813713
Cleomenes of Sparta,4.1993,275,147,8713,5813714
Cleomenes of Sparta,4.1936,275,147,8713,5813715
Cleomenes of Sparta,4.2012,275,147,8713,5813716
Cleomenes of Sparta,4.2020,275,147,8713,5813717
Cleomenes of Sparta,7.142,218,147,6465,5813718
Cleomenes of Sparta,4.2098,275,147,8713,5813719
Cleomenes of Sparta,4.2099,275,147,8713,5813720
Cleomenes of Sparta,4.1961,275,147,8713,5813721
Cleomenes of Sparta,4.2100,275,147,8713,5813722
Cleomenes of Sparta,4.1962,275,147,8713,5813723
Cleomenes of Sparta,4.2101,275,147,8713,5813724
Cleomenes of Sparta,4.1963,275,147,8713,5813725
Cleomenes of Sparta,4.2025,275,147,8713,5813726
Cleomenes of Sparta,4.1982,275,147,8713,5813727
Cleomenes of Sparta,4.2102,275,147,8713,5813728
Cleomenes of Sparta,4.1964,275,147,8713,5813729
Cleomenes of Sparta,4.2103,275,147,8713,5813730
Cleomenes of Sparta,4.1965,275,147,8713,5813731
Cleomenes of Sparta,4.2104,275,147,8713,5813732
Cleomenes of Sparta,4.2105,275,147,8713,5813733
Cleomenes of Sparta,4.1966,275,147,8713,5813734
Cleomenes of Sparta,4.1967,275,147,8713,5813735
Cleomenes of Sparta,4.2106,275,147,8713,5813736
Cleomenes of Sparta,4.1981,275,147,8713,5813737
Cleomenes of Sparta,4.2007,275,147,8713,5813738
Cleomenes of Sparta,4.1968,275,147,8713,5813739
Cleomenes of Sparta,4.2107,275,147,8713,5813740
Cleomenes of Sparta,4.1969,275,147,8713,5813741
Cleomenes of Sparta,4.2032,275,147,8713,5813742
Cleomenes of Sparta,4.1960,275,147,8713,5813743
Cleomenes of Sparta,4.1970,275,147,8713,5813744
Cleomenes of Sparta,7.141,218,147,6465,5813745
Cleomenes of Sparta,4.2006,275,147,8713,5813746
Cleomenes of Sparta,4.1955,275,147,8713,5813747
Cleomenes of Sparta,4.1984,275,147,8713,5813748
Cleomenes of Sparta,768,218,147,1205,5813749
Cleomenes of Sparta,4.2093,275,147,8713,5813750
Cleomenes of Sparta,6.79,218,147,6465,5813751
Cleomenes of Sparta,4.1956,275,147,8713,5813752
Cleomenes of Sparta,6.80,218,147,6465,5813753
Cleomenes of Sparta,6.81,218,147,6465,5813754
Cleomenes of Sparta,4.2094,275,147,8713,5813755
Cleomenes of Sparta,6.82,218,147,6465,5813756
Cleomenes of Sparta,4.1957,275,147,8713,5813757
Cleomenes of Sparta,6.83,218,147,6465,5813758
Cleomenes of Sparta,4.2095,275,147,8713,5813759
Cleomenes of Sparta,6.84,218,147,6465,5813760
Cleomenes of Sparta,4.2013,275,147,8713,5813761
Cleomenes of Sparta,7.139.1,218,147,6465,5813762
Cleomenes of Sparta,4.1958,275,147,8713,5813763
Cleomenes of Sparta,4.2033,275,147,8713,5813764
Cleomenes of Sparta,4.2096,275,147,8713,5813765
Cleomenes of Sparta,7.139.2,218,147,6465,5813766
Cleomenes of Sparta,4.2042,275,147,8713,5813767
Cleomenes of Sparta,6.66.2,218,147,6465,5813768
Cleomenes of Sparta,4.1959,275,147,8713,5813769
Cleomenes of Sparta,4.2097,275,147,8713,5813770
Cleomenes of Sparta,6.66.3,218,147,6465,5813771
Cleomenes of Sparta,7.140,218,147,6465,5813772
Cleomenes of Sparta,767,218,147,1205,5813773
Cleomenes of Sparta,4.1980,275,147,8713,5813774
Cleomenes of Sparta,4.2026,275,147,8713,5813775
Cleomenes of Sparta,4.2138,275,147,8713,5813776
Cleomenes of Sparta,4.1975,275,147,8713,5813777
Cleomenes of Sparta,4.2119,275,147,8713,5813778
Cleomenes of Sparta,4.2137,275,147,8713,5813779
Cleomenes of Sparta,4.2136,275,147,8713,5813780
Cleomenes of Sparta,4.2135,275,147,8713,5813781
Cleomenes of Sparta,4.2134,275,147,8713,5813782
Cleomenes of Sparta,4.2120,275,147,8713,5813783
Cleomenes of Sparta,4.2133,275,147,8713,5813784
Cleomenes of Sparta,4.2132,275,147,8713,5813785
Cleomenes of Sparta,4.2131,275,147,8713,5813786
Cleomenes of Sparta,4.2027,275,147,8713,5813787
Cleomenes of Sparta,4.2130,275,147,8713,5813788
Cleomenes of Sparta,4.2009,275,147,8713,5813789
Cleomenes of Sparta,4.2129,275,147,8713,5813790
Cleomenes of Sparta,4.2121,275,147,8713,5813791
Cleomenes of Sparta,4.2128,275,147,8713,5813792
Cleomenes of Sparta,4.1976,275,147,8713,5813793
Cleomenes of Sparta,4.2127,275,147,8713,5813794
Cleomenes of Sparta,4.1977,275,147,8713,5813795
Cleomenes of Sparta,4.2126,275,147,8713,5813796
Cleomenes of Sparta,4.2125,275,147,8713,5813797
Cleomenes of Sparta,4.2122,275,147,8713,5813798
Cleomenes of Sparta,4.2124,275,147,8713,5813799
Cleomenes of Sparta,4.2123,275,147,8713,5813800
Cleomenes of Sparta,4.2139,275,147,8713,5813801
Cleomenes of Sparta,4.2108,275,147,8713,5813802
Cleomenes of Sparta,4.2140,275,147,8713,5813803
Cleomenes of Sparta,4.1978,275,147,8713,5813804
Cleomenes of Sparta,4.2031,275,147,8713,5813805
Cleomenes of Sparta,4.2011,275,147,8713,5813806
Cleomenes of Sparta,4.2109,275,147,8713,5813807
Cleomenes of Sparta,4.1971,275,147,8713,5813808
Cleomenes of Sparta,4.2110,275,147,8713,5813809
Cleomenes of Sparta,4.2030,275,147,8713,5813810
Cleomenes of Sparta,4.2111,275,147,8713,5813811
Cleomenes of Sparta,4.2112,275,147,8713,5813812
Cleomenes of Sparta,4.1972,275,147,8713,5813813
Cleomenes of Sparta,4.2029,275,147,8713,5813814
Cleomenes of Sparta,4.2113,275,147,8713,5813815
Cleomenes of Sparta,4.2114,275,147,8713,5813816
Cleomenes of Sparta,4.2115,275,147,8713,5813817
Cleomenes of Sparta,4.2008,275,147,8713,5813818
Cleomenes of Sparta,4.1973,275,147,8713,5813819
Cleomenes of Sparta,4.1979,275,147,8713,5813820
Cleomenes of Sparta,4.2028,275,147,8713,5813821
Cleomenes of Sparta,4.2116,275,147,8713,5813822
Cleomenes of Sparta,4.2010,275,147,8713,5813823
Cleomenes of Sparta,4.2117,275,147,8713,5813824
Cleomenes of Sparta,4.1974,275,147,8713,5813825
Cleomenes of Sparta,4.2144,275,147,8713,5813826
Cleomenes of Sparta,4.2143,275,147,8713,5813827
Cleomenes of Sparta,4.2142,275,147,8713,5813828
Cleomenes of Sparta,4.2141,275,147,8713,5813829
Cleomenes of Sparta,4.2118,275,147,8713,5813830
Cleomenes of Sparta,4.2014,275,147,8713,5813831
Cleomenes of Sparta,4.1983,275,147,8713,5813832
Cleomenes of Sparta,4.2082,275,147,8713,5813833
Cleomenes of Sparta,4.1987,275,147,8713,5813834
Cleomenes of Sparta,4.2073,275,147,8713,5813835
Cleomenes of Sparta,4.2072,275,147,8713,5813836
Cleomenes of Sparta,5.93.2,188,147,6465,5813837
Cleomenes of Sparta,4.1945,275,147,8713,5813838
Cleomenes of Sparta,4.2087,275,147,8713,5813839
Cleomenes of Sparta,4.2037,275,147,8713,5813840
Cleomenes of Sparta,4.1950,275,147,8713,5813841
Cleomenes of Sparta,4.2071,275,147,8713,5813842
Cleomenes of Sparta,4.2074,275,147,8713,5813843
Cleomenes of Sparta,4.2088,275,147,8713,5813844
Cleomenes of Sparta,5.90.2,188,147,6465,5813845
Cleomenes of Sparta,4.2069,275,147,8713,5813846
Cleomenes of Sparta,4.2089,275,147,8713,5813847
Cleomenes of Sparta,4.2005,275,147,8713,5813848
Cleomenes of Sparta,4.1951,275,147,8713,5813849
Cleomenes of Sparta,4.2015,275,147,8713,5813850
Cleomenes of Sparta,6.107.4,188,147,6465,5813851
Cleomenes of Sparta,4.1944,275,147,8713,5813852
Cleomenes of Sparta,4.2038,275,147,8713,5813853
Cleomenes of Sparta,4.2070,275,147,8713,5813854
Cleomenes of Sparta,4.2068,275,147,8713,5813855
Cleomenes of Sparta,4.2075,275,147,8713,5813856
Cleomenes of Sparta,6.107.2,188,147,6465,5813857
Cleomenes of Sparta,4.2083,275,147,8713,5813858
Cleomenes of Sparta,6.54.5,188,147,10882,5813859
Cleomenes of Sparta,4.2016,275,147,8713,5813860
Cleomenes of Sparta,6.57.4,188,147,6465,5813861
Cleomenes of Sparta,4.2081,275,147,8713,5813862
Cleomenes of Sparta,4.2084,275,147,8713,5813863
Cleomenes of Sparta,4.2035,275,147,8713,5813864
Cleomenes of Sparta,6.107.3,188,147,6465,5813865
Cleomenes of Sparta,4.2080,275,147,8713,5813866
Cleomenes of Sparta,4.2017,275,147,8713,5813867
Cleomenes of Sparta,4.1947,275,147,8713,5813868
Cleomenes of Sparta,4.2079,275,147,8713,5813869
Cleomenes of Sparta,4.2085,275,147,8713,5813870
Cleomenes of Sparta,4.2078,275,147,8713,5813871
Cleomenes of Sparta,4.2077,275,147,8713,5813872
Cleomenes of Sparta,4.1949,275,147,8713,5813873
Cleomenes of Sparta,4.1946,275,147,8713,5813874
Cleomenes of Sparta,4.2086,275,147,8713,5813875
Cleomenes of Sparta,4.2076,275,147,8713,5813876
Cleomenes of Sparta,4.2036,275,147,8713,5813877
Cleomenes of Sparta,4.1986,275,147,8713,5813878
Cleomenes of Sparta,4.2067,275,147,8713,5813879
